time,x,y,altitude,velocity,mach,mass,phase
127.8,54660.6,0,114027,3108.49,11.3433,85060.2,MAX_Q
127.9,54893.6,0,114233,3115.41,11.3685,84785.1,MAX_Q
128,55127.5,0,114440,3122.36,11.3938,84510.1,MAX_Q
128.1,55362.3,0,114646,3129.32,11.4192,84235,MAX_Q
128.2,55598,0,114852,3136.31,11.4447,83959.9,MAX_Q
128.3,55834.5,0,115059,3143.32,11.4703,83684.9,MAX_Q
128.4,56072,0,115265,3150.35,11.496,83409.8,MAX_Q
128.5,56310.4,0,115472,3157.4,11.5217,83134.7,MAX_Q
128.6,56549.7,0,115678,3164.48,11.5476,82859.7,MAX_Q
128.7,56789.9,0,115885,3171.58,11.5735,82584.6,MAX_Q
128.8,57031,0,116092,3178.71,11.5995,82309.5,MAX_Q
128.9,57273,0,116298,3185.86,11.6255,82034.4,MAX_Q
129,57515.9,0,116505,3193.03,11.6517,81759.4,MAX_Q
129.1,57759.8,0,116711,3200.22,11.678,81484.3,MAX_Q
129.2,58004.6,0,116918,3207.44,11.7043,81209.2,MAX_Q
129.3,58250.3,0,117125,3214.69,11.7308,80934.2,MAX_Q
129.4,58496.9,0,117332,3221.96,11.7573,80659.1,MAX_Q
129.5,58744.5,0,117538,3229.25,11.7839,80384,MAX_Q
129.6,58993.1,0,117745,3236.57,11.8106,80108.9,MAX_Q
129.7,59242.5,0,117952,3243.91,11.8374,79833.9,MAX_Q
129.8,59492.9,0,118159,3251.28,11.8643,79558.8,MAX_Q
129.9,59744.3,0,118365,3258.67,11.8913,79283.7,MAX_Q
130,59996.6,0,118572,3266.09,11.9183,79008.7,MAX_Q
130.1,60249.9,0,118779,3273.54,11.9455,78733.6,MAX_Q
130.2,60504.2,0,118986,3281.01,11.9728,78458.5,MAX_Q
130.3,60759.4,0,119193,3288.51,12.0001,78183.5,MAX_Q
130.4,61015.5,0,119399,3296.03,12.0276,77908.4,MAX_Q
130.5,61272.7,0,119606,3303.58,12.0551,77633.3,MAX_Q
130.6,61530.8,0,119813,3311.15,12.0828,77358.2,MAX_Q
130.7,61789.9,0,120020,3318.76,12.1105,77083.2,MAX_Q
130.8,62050,0,120227,3326.39,12.1384,76808.1,MAX_Q
130.9,62311,0,120433,3334.07,12.1664,76533,MAX_Q
131,62573.1,0,120640,3341.79,12.1946,76258,MAX_Q
131.1,62836.2,0,120847,3349.55,12.2229,75982.9,MAX_Q
131.2,63100.2,0,121054,3357.35,12.2513,75707.8,MAX_Q
131.3,63365.3,0,121260,3365.19,12.28,75432.8,MAX_Q
131.4,63631.3,0,121467,3373.08,12.3087,75157.7,MAX_Q
131.5,63898.4,0,121674,3381.01,12.3377,74882.6,MAX_Q
131.6,64166.4,0,121880,3388.98,12.3668,74607.5,MAX_Q
131.7,64435.5,0,122087,3397,12.396,74332.5,MAX_Q
131.8,64705.6,0,122294,3405.05,12.4254,74057.4,MAX_Q
131.9,64976.8,0,122500,3413.16,12.455,73782.3,MAX_Q
132,65248.9,0,122707,3421.3,12.4847,73507.3,MAX_Q
132.1,65522.1,0,122914,3429.49,12.5146,73232.2,MAX_Q
132.2,65796.4,0,123120,3437.73,12.5447,72957.1,MAX_Q
132.3,66071.6,0,123327,3446.01,12.5749,72682.1,MAX_Q
132.4,66347.9,0,123533,3454.34,12.6053,72407,MAX_Q
132.5,66625.3,0,123740,3462.71,12.6358,72131.9,MAX_Q
132.6,66903.7,0,123947,3471.13,12.6665,71856.8,MAX_Q
132.7,67183.2,0,124153,3479.59,12.6974,71581.8,MAX_Q
132.8,67463.7,0,124360,3488.1,12.7285,71306.7,MAX_Q
132.9,67745.3,0,124566,3496.65,12.7597,71031.6,MAX_Q
133,68027.9,0,124773,3505.26,12.7911,70756.6,MAX_Q
133.1,68311.6,0,124980,3513.91,12.8226,70481.5,MAX_Q
133.2,68596.4,0,125186,3522.61,12.8544,70206.4,MAX_Q
133.3,68882.3,0,125393,3531.35,12.8863,69931.3,MAX_Q
133.4,69169.3,0,125599,3540.15,12.9184,69656.3,MAX_Q
133.5,69457.3,0,125806,3548.99,12.9507,69381.2,MAX_Q
133.6,69746.4,0,126012,3557.88,12.9831,69106.1,MAX_Q
133.7,70036.7,0,126219,3566.82,13.0157,68831.1,MAX_Q
133.8,70328,0,126426,3575.81,13.0485,68556,MAX_Q
133.9,70620.4,0,126632,3584.85,13.0815,68280.9,MAX_Q
134,70914,0,126839,3593.94,13.1147,68005.9,MAX_Q
134.1,71208.7,0,127045,3603.08,13.1481,67730.8,MAX_Q
134.2,71504.4,0,127252,3612.27,13.1816,67455.7,MAX_Q
134.3,71801.4,0,127458,3621.52,13.2153,67180.6,MAX_Q
134.4,72099.4,0,127665,3630.81,13.2492,66905.6,MAX_Q
134.5,72398.6,0,127871,3640.16,13.2834,66630.5,MAX_Q
134.6,72698.9,0,128078,3649.56,13.3177,66355.4,MAX_Q
134.7,73000.3,0,128285,3659.01,13.3521,66080.4,MAX_Q
134.8,73302.9,0,128491,3668.52,13.3868,65805.3,MAX_Q
134.9,73606.6,0,128698,3678.07,13.4217,65530.2,MAX_Q
135,73911.5,0,128904,3687.69,13.4568,65255.2,MAX_Q
135.1,74217.6,0,129111,3697.35,13.4921,64980.1,MAX_Q
135.2,74524.8,0,129317,3707.08,13.5275,64705,MAX_Q
135.3,74833.2,0,129524,3716.85,13.5632,64429.9,MAX_Q
135.4,75142.8,0,129731,3726.69,13.5991,64154.9,MAX_Q
135.5,75453.6,0,129937,3736.57,13.6352,63879.8,MAX_Q
135.6,75765.5,0,130144,3746.52,13.6715,63604.7,MAX_Q
135.7,76078.7,0,130350,3756.52,13.708,63329.7,MAX_Q
135.8,76393,0,130557,3766.58,13.7447,63054.6,MAX_Q
135.9,76708.5,0,130764,3776.7,13.7816,62779.5,MAX_Q
136,77025.3,0,130970,3786.87,13.8187,62504.5,MAX_Q
136.1,77343.2,0,131177,3797.1,13.8561,62229.4,MAX_Q
136.2,77662.4,0,131384,3807.4,13.8936,61954.3,MAX_Q
136.3,77982.8,0,131590,3817.75,13.9314,61679.2,MAX_Q
136.4,78304.4,0,131797,3828.16,13.9694,61404.2,MAX_Q
136.5,78627.3,0,132004,3838.63,14.0076,61129.1,MAX_Q
136.6,78951.4,0,132210,3849.16,14.046,60854,MAX_Q
136.7,79276.7,0,132417,3859.76,14.0847,60579,MAX_Q
136.8,79603.3,0,132624,3870.41,14.1236,60303.9,MAX_Q
136.9,79931.1,0,132830,3881.13,14.1627,60028.8,MAX_Q
137,80260.3,0,133037,3891.92,14.202,59753.7,MAX_Q
137.1,80590.6,0,133244,3902.76,14.2416,59478.7,MAX_Q
137.2,80922.3,0,133451,3913.67,14.2814,59203.6,MAX_Q
137.3,81255.2,0,133657,3924.64,14.3215,58928.5,MAX_Q
137.4,81589.4,0,133864,3935.68,14.3618,58653.5,MAX_Q
137.5,81925,0,134071,3946.79,14.4023,58378.4,MAX_Q
137.6,82261.8,0,134278,3957.96,14.443,58103.3,MAX_Q
137.7,82599.9,0,134484,3969.2,14.484,57828.3,MAX_Q
137.8,82939.3,0,134691,3980.5,14.5253,57553.2,MAX_Q
137.9,83280.1,0,134898,3991.87,14.5668,57278.1,MAX_Q
138,83622.1,0,135105,4003.31,14.6085,57003,MAX_Q
138.1,83965.5,0,135312,4014.82,14.6506,56728,MAX_Q
138.2,84310.2,0,135519,4026.4,14.6928,56452.9,MAX_Q
138.3,84656.3,0,135726,4038.05,14.7353,56177.8,MAX_Q
138.4,85003.7,0,135933,4049.78,14.7781,55902.8,MAX_Q
138.5,85352.5,0,136140,4061.57,14.8211,55627.7,MAX_Q
138.6,85702.7,0,136347,4073.43,14.8644,55352.6,MAX_Q
138.7,86054.2,0,136554,4085.37,14.908,55077.6,MAX_Q
138.8,86407.1,0,136761,4097.38,14.9518,54802.5,MAX_Q
138.9,86761.3,0,136968,4109.47,14.9959,54527.4,MAX_Q
139,87117,0,137175,4121.63,15.0403,54252.3,MAX_Q
139.1,87474,0,137382,4133.86,15.0849,53977.3,MAX_Q
139.2,87832.5,0,137589,4146.18,15.1299,53702.2,MAX_Q
139.3,88192.4,0,137796,4158.57,15.1751,53427.1,MAX_Q
139.4,88553.6,0,138004,4171.03,15.2206,53152.1,MAX_Q
139.5,88916.4,0,138211,4183.58,15.2664,52877,MAX_Q
139.6,89280.5,0,138418,4196.2,15.3124,52601.9,MAX_Q
139.7,89646.1,0,138625,4208.91,15.3588,52326.9,MAX_Q
139.8,90013.1,0,138833,4221.69,15.4054,52051.8,MAX_Q
139.9,90381.6,0,139040,4234.56,15.4524,51776.7,MAX_Q
140,90751.6,0,139247,4247.51,15.4997,51501.6,MAX_Q
140.1,91123,0,139455,4260.54,15.5472,51226.6,MAX_Q
140.2,91495.9,0,139662,4273.66,15.5951,50951.5,MAX_Q
140.3,91870.3,0,139869,4286.86,15.6432,50676.4,MAX_Q
140.4,92246.2,0,140077,4300.15,15.6917,50401.4,MAX_Q
140.5,92623.6,0,140284,4313.52,15.7405,50126.3,MAX_Q
140.6,93002.5,0,140492,4326.99,15.7897,49851.2,MAX_Q
140.7,93382.9,0,140700,4340.54,15.8391,49576.1,MAX_Q
140.8,93764.9,0,140907,4354.17,15.8889,49301.1,MAX_Q
140.9,94148.3,0,141115,4367.9,15.939,49026,MAX_Q
141,94533.4,0,141323,4381.73,15.9894,48750.9,MAX_Q
141.1,94920,0,141530,4395.64,16.0402,48475.9,MAX_Q
141.2,95308.1,0,141738,4409.64,16.0913,48200.8,MAX_Q
141.3,95697.8,0,141946,4423.74,16.1427,47925.7,MAX_Q
141.4,96089.2,0,142154,4437.94,16.1945,47650.7,MAX_Q
141.5,96482,0,142362,4452.23,16.2467,47375.6,MAX_Q
141.6,96876.5,0,142570,4466.62,16.2992,47100.5,MAX_Q
141.7,97272.6,0,142778,4481.11,16.3521,46825.4,MAX_Q
141.8,97670.4,0,142986,4495.69,16.4053,46550.4,MAX_Q
141.9,98069.7,0,143194,4510.38,16.4589,46275.3,MAX_Q
142,98470.7,0,143402,4525.17,16.5129,46000.2,MAX_Q
142.1,98873.3,0,143610,4540.06,16.5672,45725.2,MAX_Q
142.2,99277.6,0,143818,4555.06,16.6219,45450.1,MAX_Q
142.3,99683.6,0,144026,4570.16,16.677,45175,MAX_Q
142.4,100091,0,144235,4585.36,16.7325,44900,MAX_Q
142.5,100501,0,144443,4600.68,16.7884,44624.9,MAX_Q
142.6,100912,0,144651,4616.1,16.8447,44349.8,MAX_Q
142.7,101324,0,144860,4631.63,16.9014,44074.7,MAX_Q
142.8,101739,0,145068,4647.28,16.9585,43799.7,MAX_Q
142.9,102155,0,145277,4663.04,17.016,43524.6,MAX_Q
143,102573,0,145486,4678.91,17.0739,43249.5,MAX_Q
143.1,102993,0,145694,4694.9,17.1322,42974.5,MAX_Q
143.2,103414,0,145903,4711,17.191,42699.4,MAX_Q
143.3,103837,0,146112,4727.22,17.2502,42424.3,MAX_Q
143.4,104262,0,146321,4743.57,17.3098,42149.3,MAX_Q
143.5,104689,0,146529,4760.03,17.3699,41874.2,MAX_Q
143.6,105118,0,146738,4776.62,17.4304,41599.1,MAX_Q
143.7,105548,0,146947,4793.33,17.4914,41324,MAX_Q
143.8,105980,0,147157,4810.17,17.5528,41049,MAX_Q
143.9,106414,0,147366,4827.13,17.6148,40773.9,MAX_Q
144,106850,0,147575,4844.23,17.6771,40498.8,MAX_Q
144.1,107288,0,147784,4861.45,17.74,40223.8,MAX_Q
144.2,107728,0,147993,4878.81,17.8033,39948.7,MAX_Q
144.3,108170,0,148203,4896.3,17.8672,39673.6,MAX_Q
144.4,108613,0,148412,4913.93,17.9315,39398.5,MAX_Q
144.5,109059,0,148622,4931.7,17.9963,39123.5,MAX_Q
144.6,109506,0,148832,4949.61,18.0617,38848.4,MAX_Q
144.7,109955,0,149041,4967.66,18.1275,38573.3,MAX_Q
144.8,110407,0,149251,4985.85,18.1939,38298.3,MAX_Q
144.9,110860,0,149461,5004.19,18.2609,38023.2,MAX_Q
145,111315,0,149671,5022.67,18.3283,37748.1,MAX_Q
145.1,111772,0,149881,5041.31,18.3963,37473.1,MAX_Q
145.2,112232,0,150091,5060.1,18.4649,37198,MAX_Q
145.3,112693,0,150301,5079.04,18.534,36922.9,MAX_Q
145.4,113156,0,150511,5098.14,18.6037,36647.8,MAX_Q
145.5,113622,0,150722,5117.4,18.674,36372.8,MAX_Q
145.6,114090,0,150932,5136.82,18.7448,36097.7,MAX_Q
145.7,114559,0,151142,5156.41,18.8163,35822.6,MAX_Q
145.8,115031,0,151353,5176.16,18.8884,35547.6,MAX_Q
145.9,115505,0,151564,5196.07,18.9611,35272.5,MAX_Q
146,115981,0,151774,5216.16,19.0344,34997.4,MAX_Q
146.1,116459,0,151985,5236.43,19.1083,34722.4,MAX_Q
146.2,116939,0,152196,5256.86,19.1829,34447.3,MAX_Q
146.3,117422,0,152407,5277.48,19.2581,34172.2,MAX_Q
146.4,117907,0,152618,5298.28,19.334,33897.1,MAX_Q
146.5,118394,0,152830,5319.27,19.4106,33622.1,MAX_Q
146.6,118883,0,153041,5340.44,19.4879,33347,MAX_Q
146.7,119375,0,153252,5361.8,19.5658,33071.9,MAX_Q
146.8,119869,0,153464,5383.36,19.6445,32796.9,MAX_Q
146.9,120365,0,153676,5405.12,19.7239,32521.8,MAX_Q
147,120863,0,153887,5427.07,19.804,32246.7,MAX_Q
147.1,121364,0,154099,5449.23,19.8849,31971.7,MAX_Q
147.2,121867,0,154311,5471.6,19.9665,31696.6,MAX_Q
147.3,122373,0,154523,5494.17,20.0489,31421.5,MAX_Q
147.4,122881,0,154735,5516.97,20.132,31146.4,MAX_Q
147.5,123391,0,154948,5539.97,20.216,30871.4,MAX_Q
147.6,123904,0,155160,5563.21,20.3008,30596.3,MAX_Q
147.7,124420,0,155373,5586.66,20.3864,30321.2,MAX_Q
147.8,124938,0,155585,5610.35,20.4728,30046.2,MAX_Q
147.9,125458,0,155798,5634.27,20.5601,29771.1,MAX_Q
148,125981,0,156011,5658.43,20.6483,29496,MAX_Q
148.1,126507,0,156224,5682.83,20.7373,29221,MAX_Q
148.2,127035,0,156437,5707.48,20.8272,28945.9,MAX_Q
148.3,127565,0,156650,5732.38,20.9181,28670.8,MAX_Q
148.4,128099,0,156864,5757.54,21.0099,28395.7,MAX_Q
148.5,128635,0,157077,5782.96,21.1027,28120.7,MAX_Q
148.6,129174,0,157291,5808.64,21.1964,27845.6,MAX_Q
148.7,129715,0,157505,5834.6,21.2911,27570.5,MAX_Q
148.8,130259,0,157719,5860.83,21.3868,27295.5,MAX_Q
148.9,130806,0,157933,5887.35,21.4836,27020.4,MAX_Q
149,131356,0,158147,5914.15,21.5814,26745.3,MAX_Q
149.1,131909,0,158362,5941.25,21.6803,26470.2,MAX_Q
149.2,132464,0,158576,5968.65,21.7803,26195.2,MAX_Q
149.3,133023,0,158791,5996.36,21.8814,25920.1,MAX_Q
149.4,133584,0,159006,6024.38,21.9836,25645,MAX_Q
149.5,134148,0,159221,6038.29,22.0344,115400,BOOST
149.6,134712,0,159436,6038.76,22.0361,115371,BOOST
149.7,135276,0,159651,6039.23,22.0378,115343,BOOST
149.8,135841,0,159865,6039.7,22.0395,115314,BOOST
149.9,136405,0,160080,6040.17,22.0413,115285,BOOST
150,136970,0,160295,6040.64,22.043,115256,BOOST
150.1,137535,0,160509,6041.11,22.0447,115228,BOOST
150.2,138100,0,160723,6041.58,22.0464,115199,BOOST
150.3,138664,0,160938,6042.05,22.0481,115170,BOOST
150.4,139229,0,161152,6042.53,22.0499,115141,BOOST
150.5,139795,0,161366,6043,22.0516,115113,BOOST
150.6,140360,0,161580,6043.47,22.0533,115084,BOOST
150.7,140925,0,161794,6043.94,22.055,115055,BOOST
150.8,141490,0,162008,6044.42,22.0568,115026,BOOST
150.9,142056,0,162222,6044.89,22.0585,114998,BOOST
151,142621,0,162435,6045.37,22.0602,114969,BOOST
151.1,143187,0,162649,6045.84,22.062,114940,BOOST
151.2,143752,0,162862,6046.32,22.0637,114911,BOOST
151.3,144318,0,163076,6046.79,22.0654,114883,BOOST
151.4,144884,0,163289,6047.27,22.0672,114854,BOOST
151.5,145450,0,163502,6047.75,22.0689,114825,BOOST
151.6,146016,0,163716,6048.22,22.0707,114796,BOOST
151.7,146582,0,163929,6048.7,22.0724,114768,BOOST
151.8,147148,0,164142,6049.18,22.0741,114739,BOOST
151.9,147714,0,164354,6049.66,22.0759,114710,BOOST
152,148281,0,164567,6050.14,22.0776,114681,BOOST
152.1,148847,0,164780,6050.62,22.0794,114653,BOOST
152.2,149414,0,164992,6051.1,22.0811,114624,BOOST
152.3,149980,0,165205,6051.58,22.0829,114595,BOOST
152.4,150547,0,165417,6052.06,22.0846,114566,BOOST
152.5,151114,0,165630,6052.54,22.0864,114538,BOOST
152.6,151681,0,165842,6053.02,22.0882,114509,BOOST
152.7,152247,0,166054,6053.5,22.0899,114480,BOOST
152.8,152814,0,166266,6053.98,22.0917,114451,BOOST
152.9,153382,0,166478,6054.47,22.0934,114423,BOOST
153,153949,0,166690,6054.95,22.0952,114394,BOOST
153.1,154516,0,166902,6055.43,22.097,114365,BOOST
153.2,155083,0,167113,6055.92,22.0987,114336,BOOST
153.3,155651,0,167325,6056.4,22.1005,114308,BOOST
153.4,156218,0,167536,6056.89,22.1023,114279,BOOST
153.5,156786,0,167748,6057.37,22.104,114250,BOOST
153.6,157354,0,167959,6057.86,22.1058,114221,BOOST
153.7,157922,0,168170,6058.34,22.1076,114193,BOOST
153.8,158489,0,168382,6058.83,22.1094,114164,BOOST
153.9,159057,0,168593,6059.32,22.1111,114135,BOOST
154,159625,0,168804,6059.81,22.1129,114106,BOOST
154.1,160194,0,169014,6060.29,22.1147,114078,BOOST
154.2,160762,0,169225,6060.78,22.1165,114049,BOOST
154.3,161330,0,169436,6061.27,22.1183,114020,BOOST
154.4,161898,0,169646,6061.76,22.1201,113991,BOOST
154.5,162467,0,169857,6062.25,22.1218,113963,BOOST
154.6,163036,0,170067,6062.74,22.1236,113934,BOOST
154.7,163604,0,170278,6063.23,22.1254,113905,BOOST
154.8,164173,0,170488,6063.72,22.1272,113876,BOOST
154.9,164742,0,170698,6064.21,22.129,113848,BOOST
155,165311,0,170908,6064.7,22.1308,113819,BOOST
155.1,165880,0,171118,6065.2,22.1326,113790,BOOST
155.2,166449,0,171328,6065.69,22.1344,113762,BOOST
155.3,167018,0,171538,6066.18,22.1362,113733,BOOST
155.4,167587,0,171747,6066.67,22.138,113704,BOOST
155.5,168156,0,171957,6067.17,22.1398,113675,BOOST
155.6,168726,0,172167,6067.66,22.1416,113647,BOOST
155.7,169295,0,172376,6068.16,22.1434,113618,BOOST
155.8,169865,0,172585,6068.65,22.1452,113589,BOOST
155.9,170435,0,172795,6069.15,22.147,113560,BOOST
156,171004,0,173004,6069.64,22.1488,113532,BOOST
156.1,171574,0,173213,6070.14,22.1506,113503,BOOST
156.2,172144,0,173422,6070.64,22.1524,113474,BOOST
156.3,172714,0,173631,6071.13,22.1543,113445,BOOST
156.4,173284,0,173839,6071.63,22.1561,113417,BOOST
156.5,173855,0,174048,6072.13,22.1579,113388,BOOST
156.6,174425,0,174257,6072.63,22.1597,113359,BOOST
156.7,174995,0,174465,6073.13,22.1615,113330,BOOST
156.8,175566,0,174674,6073.63,22.1634,113302,BOOST
156.9,176136,0,174882,6074.13,22.1652,113273,BOOST
157,176707,0,175090,6074.63,22.167,113244,BOOST
157.1,177278,0,175298,6075.13,22.1688,113215,BOOST
157.2,177848,0,175506,6075.63,22.1707,113187,BOOST
157.3,178419,0,175714,6076.13,22.1725,113158,BOOST
157.4,178990,0,175922,6076.63,22.1743,113129,BOOST
157.5,179561,0,176130,6077.14,22.1762,113100,BOOST
157.6,180132,0,176338,6077.64,22.178,113072,BOOST
157.7,180704,0,176545,6078.14,22.1798,113043,BOOST
157.8,181275,0,176753,6078.65,22.1817,113014,BOOST
157.9,181846,0,176960,6079.15,22.1835,112985,BOOST
158,182418,0,177168,6079.65,22.1853,112957,BOOST
158.1,182989,0,177375,6080.16,22.1872,112928,BOOST
158.2,183561,0,177582,6080.66,22.189,112899,BOOST
158.3,184133,0,177789,6081.17,22.1909,112870,BOOST
158.4,184705,0,177996,6081.68,22.1927,112842,BOOST
158.5,185277,0,178203,6082.18,22.1946,112813,BOOST
158.6,185849,0,178410,6082.69,22.1964,112784,BOOST
158.7,186421,0,178616,6083.2,22.1983,112755,BOOST
158.8,186993,0,178823,6083.71,22.2001,112727,BOOST
158.9,187565,0,179030,6084.21,22.202,112698,BOOST
159,188138,0,179236,6084.72,22.2038,112669,BOOST
159.1,188710,0,179442,6085.23,22.2057,112640,BOOST
159.2,189282,0,179649,6085.74,22.2076,112612,BOOST
159.3,189855,0,179855,6086.25,22.2094,112583,BOOST
159.4,190428,0,180061,6086.76,22.2113,112554,BOOST
159.5,191001,0,180267,6087.27,22.2132,112525,BOOST
159.6,191573,0,180473,6087.79,22.215,112497,BOOST
159.7,192146,0,180679,6088.3,22.2169,112468,BOOST
159.8,192720,0,180884,6088.81,22.2188,112439,BOOST
159.9,193293,0,181090,6089.32,22.2206,112410,BOOST
160,193866,0,181295,6089.84,22.2225,112382,BOOST
160.1,194439,0,181501,6090.35,22.2244,112353,BOOST
160.2,195013,0,181706,6090.86,22.2263,112324,BOOST
160.3,195586,0,181911,6091.38,22.2281,112295,BOOST
160.4,196160,0,182117,6091.89,22.23,112267,BOOST
160.5,196733,0,182322,6092.41,22.2319,112238,BOOST
160.6,197307,0,182527,6092.92,22.2338,112209,BOOST
160.7,197881,0,182732,6093.44,22.2357,112181,BOOST
160.8,198455,0,182936,6093.96,22.2375,112152,BOOST
160.9,199029,0,183141,6094.47,22.2394,112123,BOOST
161,199603,0,183346,6094.99,22.2413,112094,BOOST
161.1,200177,0,183550,6095.51,22.2432,112066,BOOST
161.2,200751,0,183755,6096.03,22.2451,112037,BOOST
161.3,201326,0,183959,6096.55,22.247,112008,BOOST
161.4,201900,0,184163,6097.06,22.2489,111979,BOOST
161.5,202475,0,184367,6097.58,22.2508,111951,BOOST
161.6,203049,0,184572,6098.1,22.2527,111922,BOOST
161.7,203624,0,184776,6098.63,22.2546,111893,BOOST
161.8,204199,0,184979,6099.15,22.2565,111864,BOOST
161.9,204774,0,185183,6099.67,22.2584,111836,BOOST
162,205349,0,185387,6100.19,22.2603,111807,BOOST
162.1,205924,0,185591,6100.71,22.2622,111778,BOOST
162.2,206499,0,185794,6101.23,22.2641,111749,BOOST
162.3,207074,0,185998,6101.76,22.266,111721,BOOST
162.4,207649,0,186201,6102.28,22.2679,111692,BOOST
162.5,208225,0,186404,6102.8,22.2698,111663,BOOST
162.6,208800,0,186607,6103.33,22.2717,111634,BOOST
162.7,209376,0,186810,6103.85,22.2737,111606,BOOST
162.8,209952,0,187013,6104.38,22.2756,111577,BOOST
162.9,210527,0,187216,6104.9,22.2775,111548,BOOST
163,211103,0,187419,6105.43,22.2794,111519,BOOST
163.1,211679,0,187622,6105.96,22.2813,111491,BOOST
163.2,212255,0,187825,6106.48,22.2833,111462,BOOST
163.3,212831,0,188027,6107.01,22.2852,111433,BOOST
163.4,213407,0,188230,6107.54,22.2871,111404,BOOST
163.5,213984,0,188432,6108.07,22.289,111376,BOOST
163.6,214560,0,188634,6108.6,22.291,111347,BOOST
163.7,215137,0,188836,6109.13,22.2929,111318,BOOST
163.8,215713,0,189038,6109.66,22.2948,111289,BOOST
163.9,216290,0,189240,6110.19,22.2968,111261,BOOST
164,216866,0,189442,6110.72,22.2987,111232,BOOST
164.1,217443,0,189644,6111.25,22.3006,111203,BOOST
164.2,218020,0,189846,6111.78,22.3026,111174,BOOST
164.3,218597,0,190048,6112.31,22.3045,111146,BOOST
164.4,219174,0,190249,6112.84,22.3065,111117,BOOST
164.5,219751,0,190451,6113.38,22.3084,111088,BOOST
164.6,220329,0,190652,6113.91,22.3103,111059,BOOST
164.7,220906,0,190853,6114.44,22.3123,111031,BOOST
164.8,221483,0,191054,6114.98,22.3142,111002,BOOST
164.9,222061,0,191255,6115.51,22.3162,110973,BOOST
165,222639,0,191456,6116.05,22.3181,110944,BOOST
165.1,223216,0,191657,6116.58,22.3201,110916,BOOST
165.2,223794,0,191858,6117.12,22.3221,110887,BOOST
165.3,224372,0,192059,6117.65,22.324,110858,BOOST
165.4,224950,0,192260,6118.19,22.326,110829,BOOST
165.5,225528,0,192460,6118.73,22.3279,110801,BOOST
165.6,226106,0,192661,6119.26,22.3299,110772,BOOST
165.7,226684,0,192861,6119.8,22.3319,110743,BOOST
165.8,227263,0,193061,6120.34,22.3338,110714,BOOST
165.9,227841,0,193261,6120.88,22.3358,110686,BOOST
166,228419,0,193462,6121.42,22.3377,110657,BOOST
166.1,228998,0,193662,6121.96,22.3397,110628,BOOST
166.2,229577,0,193861,6122.5,22.3417,110600,BOOST
166.3,230155,0,194061,6123.04,22.3437,110571,BOOST
166.4,230734,0,194261,6123.58,22.3456,110542,BOOST
166.5,231313,0,194461,6124.12,22.3476,110513,BOOST
166.6,231892,0,194660,6124.66,22.3496,110485,BOOST
166.7,232471,0,194860,6125.2,22.3516,110456,BOOST
166.8,233050,0,195059,6125.75,22.3535,110427,BOOST
166.9,233630,0,195258,6126.29,22.3555,110398,BOOST
167,234209,0,195458,6126.83,22.3575,110370,BOOST
167.1,234789,0,195657,6127.38,22.3595,110341,BOOST
167.2,235368,0,195856,6127.92,22.3615,110312,BOOST
167.3,235948,0,196055,6128.47,22.3635,110283,BOOST
167.4,236527,0,196254,6129.01,22.3655,110255,BOOST
167.5,237107,0,196452,6129.56,22.3675,110226,BOOST
167.6,237687,0,196651,6130.1,22.3694,110197,BOOST
167.7,238267,0,196849,6130.65,22.3714,110168,BOOST
167.8,238847,0,197048,6131.2,22.3734,110140,BOOST
167.9,239427,0,197246,6131.74,22.3754,110111,BOOST
168,240008,0,197445,6132.29,22.3774,110082,BOOST
168.1,240588,0,197643,6132.84,22.3794,110053,BOOST
168.2,241168,0,197841,6133.39,22.3814,110025,BOOST
168.3,241749,0,198039,6133.94,22.3834,109996,BOOST
168.4,242330,0,198237,6134.49,22.3854,109967,BOOST
168.5,242910,0,198435,6135.04,22.3875,109938,BOOST
168.6,243491,0,198633,6135.59,22.3895,109910,BOOST
168.7,244072,0,198830,6136.14,22.3915,109881,BOOST
168.8,244653,0,199028,6136.69,22.3935,109852,BOOST
168.9,245234,0,199225,6137.24,22.3955,109823,BOOST
169,245815,0,199423,6137.8,22.3975,109795,BOOST
169.1,246396,0,199620,6138.35,22.3995,109766,BOOST
169.2,246978,0,199817,6138.9,22.4016,109737,BOOST
169.3,247559,0,200014,6139.46,22.4036,109708,BOOST
169.4,248141,0,200211,6140.01,22.4056,109680,BOOST
169.5,248722,0,200408,6140.56,22.4076,109651,BOOST
169.6,249304,0,200605,6141.12,22.4096,109622,BOOST
169.7,249886,0,200802,6141.68,22.4117,109593,BOOST
169.8,250467,0,200999,6142.23,22.4137,109565,BOOST
169.9,251049,0,201195,6142.79,22.4157,109536,BOOST
170,251631,0,201392,6143.34,22.4178,109507,BOOST
170.1,252214,0,201588,6143.9,22.4198,109478,BOOST
170.2,252796,0,201784,6144.46,22.4218,109450,BOOST
170.3,253378,0,201981,6145.02,22.4239,109421,BOOST
170.4,253960,0,202177,6145.58,22.4259,109392,BOOST
170.5,254543,0,202373,6146.13,22.4279,109363,BOOST
170.6,255125,0,202569,6146.69,22.43,109335,BOOST
170.7,255708,0,202765,6147.25,22.432,109306,BOOST
170.8,256291,0,202960,6147.81,22.4341,109277,BOOST
170.9,256874,0,203156,6148.37,22.4361,109248,BOOST
171,257457,0,203352,6148.94,22.4382,109220,BOOST
171.1,258040,0,203547,6149.5,22.4402,109191,BOOST
